20,20,3
0,0,0.071492,0.722539,0.643575
0,1,0.154531,0.866995,0.602112
0,2,0.325438,0.83509,0.485665
0,3,0.60937,0.686113,0.339726
0,4,0.844714,0.576999,0.242168
0,5,0.922035,0.534005,0.242086
0,6,0.905014,0.523002,0.368833
0,7,0.787607,0.305509,0.488877
0,8,0.676809,0.202378,0.414855
0,9,0.573792,0.177586,0.248672
0,10,0.603553,0.22736,0.197233
0,11,0.407545,0.12849,0.219255
0,12,0.298104,0.0619961,0.157394
0,13,0.296535,0.0719172,0.0799803
0,14,0.454065,0.116641,0.0909382
0,15,0.564179,0.128606,0.0682649
0,16,0.671259,0.224958,0.0698698
0,17,0.817437,0.365387,0.0862346
0,18,0.909496,0.490435,0.118616
0,19,0.843182,0.428719,0.0378109
1,0,0.0480728,0.536984,0.528296
1,1,0.0874423,0.816926,0.562104
1,2,0.183369,0.878849,0.499573
1,3,0.273485,0.880875,0.451858
1,4,0.501208,0.776961,0.31089
1,5,0.850635,0.718008,0.220747
1,6,0.922199,0.735575,0.191067
1,7,0.916142,0.726022,0.110754
1,8,0.910284,0.651521,0.0785825
1,9,0.718313,0.467548,0.113993
1,10,0.640709,0.362342,0.162937
1,11,0.508072,0.304468,0.203363
1,12,0.295395,0.173883,0.176157
1,13,0.154823,0.0895869,0.14401
1,14,0.149838,0.132908,0.136867
1,15,0.192923,0.133749,0.0657457
1,16,0.339351,0.178422,0.0793956
1,17,0.496012,0.224122,0.0794077
1,18,0.583365,0.280793,0.0709553
1,19,0.604253,0.337127,0.053809
2,0,0.0684751,0.364731,0.393801
2,1,0.0568486,0.650624,0.453156
2,2,0.0754628,0.874604,0.469482
2,3,0.133319,0.910793,0.430581
2,4,0.218324,0.853459,0.349324
2,5,0.461876,0.898055,0.295723
2,6,0.827573,0.842728,0.173912
2,7,0.881234,0.863091,0.117388
2,8,0.905669,0.835897,0.0605545
2,9,0.780132,0.678649,0.0495772
2,10,0.632102,0.464182,0.0619291
2,11,0.596073,0.433197,0.158144
2,12,0.527192,0.387326,0.211222
2,13,0.328387,0.257958,0.219075
2,14,0.248418,0.269224,0.228023
2,15,0.189825,0.239724,0.121141
2,16,0.244784,0.251661,0.0626459
2,17,0.318382,0.281942,0.064823
2,18,0.468333,0.301724,0.073533
2,19,0.466621,0.326671,0.0394246
3,0,0.16734,0.253531,0.398471
3,1,0.0864819,0.474881,0.395448
3,2,0.0565031,0.7596,0.380673
3,3,0.0861176,0.873995,0.376839
3,4,0.204206,0.894918,0.308503
3,5,0.285524,0.924938,0.299117
3,6,0.530034,0.885545,0.20039
3,7,0.777884,0.917001,0.13392
3,8,0.885625,0.951642,0.0952026
3,9,0.845414,0.846716,0.0522486
3,10,0.70246,0.60332,0.0768471
3,11,0.666145,0.547877,0.163744
3,12,0.615615,0.517751,0.196318
3,13,0.467951,0.403911,0.217512
3,14,0.359796,0.365648,0.23493
3,15,0.373772,0.395148,0.18889
3,16,0.282151,0.377443,0.105333
3,17,0.219821,0.336601,0.0377757
3,18,0.362988,0.315636,0.040673
3,19,0.425666,0.340777,0.0454076
4,0,0.342719,0.466495,0.582891
4,1,0.245801,0.543971,0.471896
4,2,0.0714536,0.585219,0.295053
4,3,0.0868252,0.680241,0.258296
4,4,0.102216,0.810817,0.223689
4,5,0.114641,0.885047,0.208646
